primary_id	genus	species	sex	location	sublocation
cichlid6994215	Maylandia	"lanisticola north"	NA	Chilumba	Ngara
cichlid6979078	Tyrannochromis	nigriventer	NA	Chiofu	NA
cichlid6978878	Pseudotropheus	crabro	NA	Chiofu	NA
CICHM16429668	Mchenga	sp.	M	Chiofu	main_bay
cichlid6994216	Labidochromis	"zebra eastern"	NA	Chiofu	main_bay
CICHM16429715	Tramitichromis	brevis	F	Chiofu	main_bay
cichlid6994217	Melanochromis	simulans	F	Chiofu	main_bay
cichlid6994218	Placidochromis	johnstoni	F	Chiofu	main_bay
cichlid6994219	Melanochromis	dialeptos	F	Chiofu	main_bay
cichlid6994220	Stigmatochromis	pholidophorus	M	Chiofu	main_bay
cichlid6994221	Stigmatochromis	pholidophorus	NA	Chiofu	main_bay
cichlid6994222	Nimbochromis	livingstonii	NA	Chiofu	main_bay
CICHM16429588	Trematocranus	placodon	M	Chiofu	main_bay
cichlid6994223	Placidochromis	johnstoni	M	Chiofu	main_bay
cichlid6994224	Fossorochromis	rostratus	F?	Chiofu	main_bay
cichlid6994225	Champsochromis	'c.f. spilorhynchus'	NA	Chiofu	main_bay
cichlid6994226	Placidochromis	johnstoni	NA	Chiofu	main_bay
cichlid6994227	Trematocranus	placodon	NA	Chiofu	main_bay
CICHM16429698	Dimidiochromis	kiwinge	NA	Chiofu	main_bay
cichlid6994229	Fossorochromis	rostratus	F	Chiofu	main_bay
CICHM16429589	Trematocranus	placodon	M	Chiofu	main_bay
cichlid6994230	Fossorochromis	rostratus	M	Chiofu	main_bay
cichlid6994231	Mylochromis	'c.f. guentheri'	NA	Chiofu	main_bay
CICHM16429693	Buccochromis	nototaenia	NA	Chiofu	main_bay
CICHM16429590	Trematocranus	placodon	NA	Chiofu	main_bay
CICHM16429696	Protomelas	similis	M	Chiofu	main_bay
CICHM16429710	Taeniolethrinops	furcicauda	NA	Chiofu	main_bay
CICHM16429690	Buccochromis	rhoadesii	NA	Chiofu	main_bay
cichlid6994233	Tramitichromis	"east coast short"	M	Chiofu	main_bay
cichlid6978879	Rhamphochromis	esox	NA	Chiofu	NA
cichlid6994234	Fossorochromis	rostratus	NA	Chiofu	main_bay
cichlid6994235	Fossorochromis	rostratus	F?	Chiofu	main_bay
cichlid6994236	Stigmatochromis	pholidophorus	NA	Chiofu	main_bay
cichlid6994237	Trematocranus	placodon	NA	Chiofu	main_bay
cichlid6994238	Dimidiochromis	kiwinge	NA	Chiofu	main_bay
cichlid6994239	Trematocranus	placodon	NA	Chiofu	main_bay
cichlid6994240	Aulonocara	saulosi	M	Chiofu	south_rocks
cichlid6978880	Maylandia	estherae	F	Chiofu	NA
cichlid6994241	Stigmatochromis	modestus	M	Chiofu	south_rocks
CICHM16429684	Tyrannochromis	nigriventer	M	Chiofu	south_rocks
CICHM16429631	Maylandia	zebra	M	Chiofu	south_rocks
CICHM16429608	Protomelas	ornatus	M	Chiofu	south_rocks
cichlid6994242	Fossorochromis	rostratus	F?	Chiofu	south_rocks
CICHM16429609	Protomelas	ornatus	NA	Chiofu	south_rocks
cichlid6994243	Pseudotropheus	johannii	M	Chiofu	south_rocks
cichlid6994244	Copadichromis	verduyni	M	Chiofu	south_rocks
CICHM16429610	Protomelas	ornatus	NA	Chiofu	NA
CICHM16429611	Protomelas	ornatus	NA	Chiofu	NA
CICHM16429632	Maylandia	zebra	M	Chiofu	NA
CICHM16429633	Maylandia	zebra	M	Chiofu	NA
cichlid6994246	Cheilochromis	euchilus	NA	Chiofu	NA
cichlid6994247	Cheilochromis	euchilus	NA	Chiofu	NA
CICHM16429644	Maylandia	zebra	F	Chiofu	NA
CICHM16429612	Protomelas	ornatus	NA	Chiofu	NA
CICHM16429577	Petrotilapia	genalutea	M	Chiofu	NA
cichlid6994248	Melanochromis	baliodigma	NA	Chiofu	NA
CICHM16429677	Labeotropheus	trewavasae	M	Chiofu	NA
cichlid6994249	Sciaenochromis	'c.f. fryeri'	NA	Chiofu	NA
cichlid6994250	Labidochromis	'c.f. vellicans'	M	Chiofu	NA
cichlid6994251	Buccochromis	heterotaenia	NA	Chiofu	NA
cichlid6978881	Cynotilapia	afra	M	Chiofu	NA
cichlid6978882	Cynotilapia	afra	M	Chiofu	NA
cichlid6978883	Cynotilapia	afra	M	Chiofu	NA
cichlid6978884	Cynotilapia	afra	F?	Chiofu	NA
cichlid6994252	Gephyrochromis	"zebroides"	NA	Chiofu	NA
cichlid6978885	Cynotilapia	afra	M	Chiofu	NA
cichlid6994253	Aulonocara	saulosi	M	Chiofu	NA
cichlid6978886	Cynotilapia	afra	M	Chiofu	NA
cichlid6994254	Petrotilapia	nigra	M	Chiofu	NA
cichlid6978959	Cynotilapia	afra	M	Chiofu	NA
cichlid6994255	Tropheops	"yellow gular"	M	Chiofu	NA
cichlid6978960	Cynotilapia	afra	M	Chiofu	NA
cichlid6978961	Cynotilapia	afra	M	Chiofu	NA
cichlid6994256	Tropheops	"yellow gular"	M	Chiofu	NA
CICHM16429613	Protomelas	ornatus	NA	Chiofu	NA
CICHM16429687	Tyrannochromis	macrostoma	NA	Chiofu	NA
cichlid6978962	Tropheops	"chiofu yellow"	M	Chiofu	NA
cichlid6994257	Tropheops	"yellow gular"	M	Chiofu	NA
CICHM16429578	Petrotilapia	genalutea	M	Chiofu	NA
CICHM16429579	Petrotilapia	genalutea	M	Chiofu	NA
CICHM16429580	Petrotilapia	genalutea	M	Chiofu	NA
cichlid6994258	Tropheops	"yellow gular"	M	Chiofu	NA
cichlid6994259	Tropheops	"yellow gular"	M	Chiofu	NA
cichlid6994260	Tropheops	"yellow gular"	M	Chiofu	NA
cichlid6994261	Tropheops	"yellow gular"	M	Chiofu	NA
cichlid6994262	Tropheops	"yellow gular"	M	Chiofu	NA
cichlid6978963	Tropheops	"yellow gular"	F	Chiofu	NA
cichlid6994263	Tropheops	"yellow gular"	M	Chiofu	NA
CICHM16429581	Petrotilapia	genalutea	M	Chiofu	NA
CICHM16429582	Petrotilapia	genalutea	M	Chiofu	NA
cichlid6994264	Tropheops	"yellow gular"	M	Chiofu	NA
cichlid6994265	Tropheops	'c.f. "yellow gular"'	M	Chiofu	NA
cichlid6994266	Tropheops	"yellow gular"	M	Chiofu	NA
CICHM16429634	Maylandia	zebra	M	Chiofu	NA
cichlid6978964	Tropheops	"chiofu"	F?	Chiofu	NA
cichlid6994267	Tropheops	"yellow gular"	M	Chiofu	NA
cichlid6994268	Tropheops	"chiofu 3"	M	Chiofu	NA
CICHM16429681	Labeotropheus	fuelleborni	M	Chiofu	NA
CICHM16429656	Diplotaxodon	limnothrissa	M	Chiofu	NA
CICHM16429657	Diplotaxodon	limnothrissa	F?	Chiofu	NA
cichlid6978965	Diplotaxodon	"big eye"	F?	Chiofu	NA
cichlid6978966	Rhamphochromis	"grey"	NA	Chiofu	NA
cichlid6994270	Tropheops	"chiofu yellow"	M	Chiofu	NA
cichlid6994271	Tropheops	"chiofu yellow"	M	Chiofu	NA
cichlid6994272	Tropheops	"chiofu yellow"	M	Chiofu	NA
CICHM16429614	Protomelas	ornatus	M	Chiofu	NA
CICHM16429615	Protomelas	ornatus	M	Chiofu	NA
CICHM16429772	Cyathochromis	obliquidens	M	Chiofu	NA
cichlid6994273	Tropheops	"chiofu yellow"	M	Chiofu	NA
cichlid6994274	Tropheops	"chiofu yellow"	M	Chiofu	NA
cichlid7020198	Tropheops	"chiofu yellow"	M	Chiofu	NA
cichlid7020199	Tropheops	"chiofu yellow"	F	Chiofu	NA
cichlid7020200	Tropheops	"yellow gular"	M	Chiofu	NA
cichlid7020201	Tropheops	"yellow gular"	M	Chiofu	NA
cichlid7020202	Tropheops	"yellow gular"	M	Chiofu	NA
cichlid7020203	Tramitichromis	"shallow eastern"	M	Chiofu	NA
cichlid7020204	Aulonocara	sp.	M	Chiofu	NA
cichlid7020205	Aulonocara	sp.	M	Chiofu	NA
cichlid7020206	Aulonocara	sp.	M	Chiofu	NA
cichlid6978967	Copadichromis	chrysonotus	M	Chiofu	NA
CICHM16429670	Naveochromis	chrysogaster	NA	Chiofu	NA
cichlid7020207	Cheilochromis	euchilus	NA	Chiofu	NA
cichlid7020208	Cheilochromis	euchilus	NA	Chiofu	NA
cichlid7020209	Cheilochromis	euchilus	NA	Chiofu	NA
cichlid7020210	Sciaenochromis	"nyassae"	NA	Chiofu	NA
CICHM16429591	Trematocranus	placodon	F	Chiofu	NA
CICHM16429732	Copadichromis	verduyni	F	Chiofu	NA
cichlid6978968	Cynotilapia	aurifrons	M	Chiofu	NA
CICHM16429733	Copadichromis	verduyni	M	Chiofu	NA
CICHM16429734	Copadichromis	verduyni	M	Chiofu	NA
cichlid7020211	Pseudotropheus	crabro	NA	Chiofu	NA
cichlid7020213	Mylochromis	labidodon	NA	Chiofu	NA
cichlid7020214	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020215	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020216	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020217	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020218	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020219	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020220	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020221	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020222	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020223	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020224	Melanochromis	auratus	M	Senga_Bay	NA
cichlid7020225	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020226	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020227	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020228	Melanochromis	auratus	M	Senga_Bay	NA
CICHM16429669	Melanochromis	auratus	M	Senga_Bay	NA
cichlid7020229	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020230	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020231	Melanochromis	auratus	F?	Senga_Bay	NA
cichlid7020232	Alticorpus	mentale	NA	Monkey_Bay	north_Monkey_Bay
cichlid6978969	Rhamphochromis	sp.	NA	Monkey_Bay	NA
cichlid7020233	Sciaenochromis	benthicola	NA	Monkey_Bay	north_Monkey_Bay
cichlid7020234	Sciaenochromis	benthicola	NA	Monkey_Bay	north_Monkey_Bay
cichlid7020235	Stigmatochromis	macrorhynchos	NA	Monkey_Bay	north_Monkey_Bay
cichlid7020236	Stigmatochromis	macrorhynchos	NA	Monkey_Bay	north_Monkey_Bay
cichlid7020237	Sciaenochromis	benthicola	NA	Monkey_Bay	north_Monkey_Bay
cichlid7020238	Otopharynx	brooksi	NA	Monkey_Bay	NA
cichlid7020239	Lethrinops	"albus deep water"	M	Monkey_Bay	NA
CICHM16429624	Rhamphochromis	longiceps	M	Monkey_Bay	north_Monkey_Bay
CICHM16429658	Diplotaxodon	limnothrissa	M	Monkey_Bay	north_Monkey_Bay
cichlid7020240	Lethrinops	"albus deep water"	M	Monkey_Bay	NA
cichlid7020241	Lethrinops	gossei	M	Monkey_Bay	NA
cichlid7020242	Lethrinops	gossei	M	Monkey_Bay	NA
cichlid7020243	Lethrinops	gossei	M	Monkey_Bay	NA
cichlid7020244	Lethrinops	gossei	M	Monkey_Bay	NA
cichlid7020245	Lethrinops	gossei	M	Monkey_Bay	NA
cichlid7020246	Alticorpus	peterdaviesi	M	Monkey_Bay	NA
cichlid7020247	Placidochromis	"yellow bar black chin"	M	Monkey_Bay	NA
cichlid7020248	Placidochromis	"yellow bar black chin"	M	Monkey_Bay	NA
CICHM16429659	Diplotaxodon	limnothrissa	M	Monkey_Bay	north_Monkey_Bay
cichlid7020249	Stigmatochromis	macrorhynchos	NA	Monkey_Bay	NA
cichlid7020250	Aulonocara	"copper"	M	Monkey_Bay	NA
cichlid7020251	Alticorpus	peterdaviesi	M	Monkey_Bay	NA
cichlid7020252	Otopharynx	brooksi	NA	Monkey_Bay	NA
CICHM16429717	Sciaenochromis	benthicola	NA	Monkey_Bay	north_Monkey_Bay
cichlid6978970	Diplotaxodon	ecclesi	M	Monkey_Bay	NA
cichlid7020253	Alticorpus	peterdaviesi	NA	Monkey_Bay	NA
cichlid7020254	Sciaenochromis	"sand"	NA	Monkey_Bay	NA
cichlid7020255	Sciaenochromis	"sand"	NA	Monkey_Bay	NA
cichlid7020256	Sciaenochromis	"sand"	NA	Monkey_Bay	NA
cichlid7020257	Aulonocara	"slender orange back"	NA	Monkey_Bay	NA
cichlid7020258	Aulonocara	"deep"	NA	Monkey_Bay	NA
CICHM16429745	Placidochromis	hennydaviesae	M	Monkey_Bay	north_Monkey_Bay
cichlid7020259	Placidochromis	polli	NA	Monkey_Bay	NA
cichlid7020260	Aulonocara	"copper"	NA	Monkey_Bay	NA
cichlid7020261	Diplotaxodon	limnothrissa	M	Monkey_Bay	NA
cichlid7020262	Aulonocara	"copper"	M	Monkey_Bay	NA
cichlid7020263	Placidochromis	hennydaviesae	M	Monkey_Bay	NA
cichlid7020264	Sciaenochromis	"sand"	M	Monkey_Bay	NA
cichlid7020265	Aulonocara	"deep"	M	Monkey_Bay	NA
cichlid7020266	Aulonocara	"slender orange back"	M	Monkey_Bay	NA
cichlid7020267	Aulonocara	"slender orange back"	NA	Monkey_Bay	NA
cichlid7020268	Aulonocara	"slender orange back"	NA	Monkey_Bay	NA
cichlid7020269	Aulonocara	"slender orange back"	NA	Monkey_Bay	NA
cichlid7020270	Aulonocara	"slender orange back"	NA	Monkey_Bay	NA
cichlid7020271	Aulonocara	"slender orange back"	M	Monkey_Bay	NA
cichlid7020272	Aulonocara	"slender orange back"	F?	Monkey_Bay	NA
cichlid7020273	Aulonocara	"slender orange back"	M	Monkey_Bay	NA
cichlid7020274	Aulonocara	"slender orange back"	NA	Monkey_Bay	NA
cichlid7020275	Aulonocara	"large slender"	NA	Monkey_Bay	NA
cichlid7020276	Aulonocara	"slender orange back"	M	Monkey_Bay	NA
cichlid7020277	Aulonocara	"slender orange back"	NA	Monkey_Bay	NA
cichlid7020278	Placidochromis	polli	NA	Monkey_Bay	NA
CICHM16429747	Lethrinops	gossei	M	Monkey_Bay	north_Monkey_Bay
CICHM16429781	Lethrinops	gossei	M	Monkey_Bay	north_Monkey_Bay
CICHM16429749	Lethrinops	gossei	M	Monkey_Bay	north_Monkey_Bay
CICHM16429750	Diplotaxodon	"similis large"	F	Monkey_Bay	north_Monkey_Bay
CICHM16429751	Diplotaxodon	"similis"	M	Monkey_Bay	north_Monkey_Bay
CICHM16429752	Diplotaxodon	"similis"	M	Monkey_Bay	north_Monkey_Bay
cichlid7020279	Placidochromis	"yellow bar black chin"	M	Monkey_Bay	NA
cichlid7020280	Hemitaeniochromis	"deep"	NA	Monkey_Bay	NA
CICHM16429625	Rhamphochromis	longiceps	M	Monkey_Bay	north_Monkey_Bay
cichlid7020281	Aulonocara	stonemani	M	Monkey_Bay	NA
cichlid7020282	Rhamphochromis	longiceps	M	Makanjila	NA
CICHM16429626	Rhamphochromis	longiceps	M	Makanjila	NA
CICHM16429627	Rhamphochromis	longiceps	M	Makanjila	NA
CICHM16429724	Rhamphochromis	woodi	NA	Makanjila	NA
CICHM16429628	Rhamphochromis	longiceps	NA	Makanjila	NA
cichlid6978971	Pseudotropheus	"acei"	NA	Makanjila	NA
CICHM16429661	Aristochromis	christyi	NA	Makanjila	NA
CICHM16429704	Mylochromis	anaphyrmus	NA	Makanjila	NA
cichlid7020283	Stigmatochromis	woodi	NA	Makanjila	NA
cichlid7020284	Stigmatochromis	woodi	NA	Makanjila	NA
cichlid7020285	Stigmatochromis	woodi	NA	Makanjila	NA
cichlid7020286	Chilotilapia	rhoadesii	NA	Makanjila	NA
cichlid7020287	Chilotilapia	rhoadesii	NA	Makanjila	NA
CICHM16429663	Corematodus	taeniatus	NA	Makanjila	NA
cichlid7020288	Mylochromis	subocularis	M	Makanjila	NA
CICHM16429709	Taeniolethrinops	praeorbitalis	NA	Makanjila	NA
cichlid7020289	Taeniolethrinops	"furcifer yellow"	NA	Makanjila	NA
cichlid7020290	Lethrinops	parvidens	NA	Makanjila	NA
cichlid6978972	Copadichromis	mloto	M	Makanjila	NA
cichlid7020291	Aulonocara	"blue orange"	M	Makanjila	NA
cichlid7020292	Mylochromis	chekopae	NA	Makanjila	NA
cichlid6978973	Pseudotropheus	lanisticola	NA	Makanjila	NA
cichlid7020102	Placidochromis	"yellow bar black chin"	NA	Makanjila	NA
cichlid7020103	Placidochromis	"yellow bar black chin"	M	Makanjila	NA
cichlid7020104	Placidochromis	"yellow bar black chin"	M	Makanjila	NA
cichlid7020105	Otopharynx	selenurus	M	Makanjila	NA
cichlid7020106	Otopharynx	selenurus	M	Makanjila	NA
cichlid7020107	Aulonocara	'c.f. macrochir'	NA	Makanjila	NA
cichlid7020108	Mylochromis	spilostichus	NA	Makanjila	NA
cichlid6978974	Copadichromis	virginalis	M	Makanjila	NA
cichlid7020109	Placidochromis	longus	M	Makanjila	NA
CICHM16429601	Copadichromis	virginalis	M	Makanjila	NA
CICHM16429602	Copadichromis	virginalis	M	Makanjila	NA
CICHM16429603	Copadichromis	virginalis	M	Makanjila	NA
cichlid6978975	Copadichromis	virginalis	M	Makanjila	NA
cichlid7020110	Placidochromis	"blue snout white lappets"	M	Makanjila	NA
cichlid7020111	Placidochromis	longus	NA	Makanjila	NA
CICHM16429713	Lethrinops	longipinnis	NA	Makanjila	NA
cichlid7020113	Sciaenochromis	"sand"	NA	Makanjila	NA
cichlid6978976	Rhamphochromis	ferox	M	Makanjila	NA
CICHM16429629	Rhamphochromis	longiceps	NA	Makanjila	NA
cichlid7020114	Placidochromis	longus	NA	Makanjila	NA
cichlid6978977	Rhamphochromis	longiceps	M	Makanjila	NA
cichlid7020115	Mylochromis	spilostichus	NA	Southeast_arm	Mangochi_bay
CICHM16429735	Mylochromis	ensatus	NA	Southeast_arm	Mangochi_bay
CICHM16429583	Trematocranus	placodon	M	Southeast_arm	Mangochi_bay
CICHM16429584	Trematocranus	placodon	F	Southeast_arm	Mangochi_bay
CICHM16429585	Trematocranus	placodon	M	Southeast_arm	Mangochi_bay
CICHM16429705	Mylochromis	anaphyrmus	M?	Southeast_arm	Mangochi_bay
cichlid7020116	Trematocranus	placodon	M	Southeast_arm	Mangochi_bay
cichlid7020117	Trematocranus	placodon	M	Southeast_arm	Mangochi_bay
cichlid7020118	Trematocranus	placodon	M	Southeast_arm	Mangochi_bay
CICHM16429586	Trematocranus	placodon	M	Southeast_arm	Mangochi_bay
cichlid7020119	Trematocranus	placodon	M	Southeast_arm	Mangochi_bay
cichlid7020120	Trematocranus	placodon	M	Southeast_arm	Mangochi_bay
cichlid7020121	Trematocranus	placodon	M	Southeast_arm	Mangochi_bay
cichlid7020122	Trematocranus	placodon	M?	Southeast_arm	Mangochi_bay
cichlid7020123	Trematocranus	placodon	F?	Southeast_arm	Mangochi_bay
cichlid7020124	Trematocranus	placodon	F?	Southeast_arm	Mangochi_bay
cichlid7020125	Chilotilapia	rhoadesii	F?	Southeast_arm	Mangochi_bay
cichlid7020126	Chilotilapia	rhoadesii	NA	Southeast_arm	Mangochi_bay
cichlid7020127	Chilotilapia	rhoadesii	M	Southeast_arm	Mangochi_bay
cichlid7020128	Mylochromis	spilostichus	F?	Southeast_arm	Mangochi_bay
CICHM16429673	Pseudotropheus	livingstonii	NA	Southeast_arm	north_of_Boadzulu
cichlid7020129	Lethrinops	"yellow head"	M	Southeast_arm	north_of_Boadzulu
cichlid7020130	Lethrinops	"blue nose"	M	Southeast_arm	north_of_Boadzulu
cichlid7020131	Placidochromis	"long"	M	Southeast_arm	north_of_Boadzulu
cichlid7020132	Placidochromis	"long"	M	Southeast_arm	north_of_Boadzulu
cichlid7020133	Mchenga	"chirombo 1"	M	Southeast_arm	north_of_Boadzulu
cichlid7020134	Mchenga	"chirombo 2"	M	Southeast_arm	north_of_Boadzulu
cichlid7020135	Mchenga	"chirombo 3"	M	Southeast_arm	north_of_Boadzulu
CICHM16429699	Dimidiochromis	kiwinge	F	Southeast_arm	north_of_Boadzulu
CICHM16429753	Dimidiochromis	kiwinge	F	Southeast_arm	north_of_Boadzulu
CICHM16429754	Dimidiochromis	kiwinge	F	Southeast_arm	north_of_Boadzulu
cichlid7020136	Dimidiochromis	kiwinge	NA	Southeast_arm	north_of_Boadzulu
CICHM16429723	Rhamphochromis	"maldeco"	M	Southeast_arm	north_of_Boadzulu
cichlid7020137	Lethrinops	gossei	M	Cape_Maclear	NA
cichlid7020138	Lethrinops	gossei	M	Cape_Maclear	NA
cichlid7020139	Lethrinops	gossei	M	Cape_Maclear	NA
cichlid7020140	Lethrinops	gossei	M	Cape_Maclear	NA
cichlid7020141	Lethrinops	gossei	M	Cape_Maclear	NA
cichlid7020142	Lethrinops	gossei	M	Cape_Maclear	NA
cichlid7020143	Lethrinops	gossei	M	Cape_Maclear	NA
cichlid7020144	Lethrinops	gossei	M	Cape_Maclear	NA
cichlid7020145	Lethrinops	gossei	M	Cape_Maclear	NA
cichlid7020146	Lethrinops	gossei	M	Cape_Maclear	NA
CICHM16429718	Diplotaxodon	"offshore"	M	Cape_Maclear	NA
cichlid7020147	Diplotaxodon	'c.f. ecclesi'	M	Cape_Maclear	NA
cichlid6978978	Diplotaxodon	"big eye"	M	Cape_Maclear	NA
cichlid7020148	Lethrinops	"albus green head"	M	Cape_Maclear	NA
cichlid7020149	Lethrinops	"longipinnis blue head"	M	Cape_Maclear	NA
cichlid6978979	Rhamphochromis	"long snout"	F?	Cape_Maclear	NA
cichlid6978980	Rhamphochromis	"long fin"	M?	Cape_Maclear	NA
cichlid7020150	Diplotaxodon	macrops	M	Cape_Maclear	NA
cichlid7020151	Diplotaxodon	macrops	M	Cape_Maclear	NA
cichlid7020152	Diplotaxodon	macrops	M	Cape_Maclear	NA
cichlid7020153	Diplotaxodon	macrops	M	Cape_Maclear	NA
CICHM16429720	Diplotaxodon	apogon	M	Cape_Maclear	NA
cichlid7020154	Diplotaxodon	macrops	M	Cape_Maclear	NA
CICHM16429645	Diplotaxodon	limnothrissa	M	Cape_Maclear	NA
CICHM16429646	Diplotaxodon	limnothrissa	M	Cape_Maclear	NA
CICHM16429647	Diplotaxodon	limnothrissa	M	Cape_Maclear	NA
cichlid7020155	Lethrinops	"albus red head"	M	Cape_Maclear	NA
cichlid7020156	Alticorpus	peterdaviesi	M	Cape_Maclear	NA
cichlid7020157	Alticorpus	peterdaviesi	F?	Cape_Maclear	NA
cichlid7020158	Alticorpus	peterdaviesi	M	Cape_Maclear	NA
cichlid7020159	Alticorpus	peterdaviesi	M	Cape_Maclear	NA
cichlid7020160	Alticorpus	peterdaviesi	F?	Cape_Maclear	NA
cichlid7020161	Alticorpus	peterdaviesi	F?	Cape_Maclear	NA
cichlid7020162	Alticorpus	peterdaviesi	F?	Cape_Maclear	NA
cichlid7020163	Alticorpus	peterdaviesi	M	Cape_Maclear	NA
cichlid7020164	Alticorpus	peterdaviesi	F?	Cape_Maclear	NA
cichlid7020165	Alticorpus	peterdaviesi	F?	Cape_Maclear	NA
CICHM16429755	Alticorpus	peterdaviesi	NA	Cape_Maclear	NA
CICHM16429756	Alticorpus	peterdaviesi	NA	Cape_Maclear	NA
CICHM16429757	Alticorpus	peterdaviesi	NA	Cape_Maclear	NA
cichlid7020166	Alticorpus	peterdaviesi	NA	Cape_Maclear	NA
cichlid7020167	Alticorpus	peterdaviesi	NA	Cape_Maclear	NA
cichlid7020168	Alticorpus	peterdaviesi	NA	Cape_Maclear	NA
cichlid7020169	Alticorpus	peterdaviesi	NA	Cape_Maclear	NA
cichlid7020170	Alticorpus	peterdaviesi	NA	Cape_Maclear	NA
cichlid7020171	Alticorpus	peterdaviesi	NA	Cape_Maclear	NA
cichlid7020172	Placidochromis	"flat jaw green snout"	M	Cape_Maclear	NA
cichlid7020173	Lethrinops	"six bar"	M	Cape_Maclear	NA
cichlid7020174	Aulonocara	"black chin orange"	M	Cape_Maclear	NA
cichlid7020175	Aulonocara	"black chin orange"	M	Cape_Maclear	NA
cichlid7020176	Tramitichromis	intermedius	NA	Cape_Maclear	NA
CICHM16429740	Copadichromis	virginalis	M	Southwest_arm	NA
CICHM16429596	Copadichromis	virginalis	M	Southwest_arm	NA
CICHM16429597	Copadichromis	virginalis	M	Southwest_arm	NA
cichlid7020177	Aulonocara	"brevirostrus yellow"	M	Southwest_arm	NA
cichlid7020178	Aulonocara	"yellow"	M	Southwest_arm	NA
cichlid7020179	Aulonocara	"yellow"	M	Southwest_arm	NA
cichlid7020180	Aulonocara	"yellow"	M	Southwest_arm	NA
CICHM16429630	Rhamphochromis	longiceps	F	Southwest_arm	NA
cichlid7020181	Aulonocara	"brevirostrus yellow"	NA	Southwest_arm	NA
cichlid6978981	Rhamphochromis	"orange chest"	M	Southwest_arm	NA
cichlid7020182	Lethrinops	"dark"	M	Southwest_arm	NA
cichlid7020183	Aulonocara	"yellow"	M	Southwest_arm	NA
cichlid7020184	Aulonocara	"yellow"	M	Southwest_arm	NA
cichlid7020185	Aulonocara	"yellow"	M	Southwest_arm	NA
cichlid7020186	Aulonocara	"yellow"	M	Southwest_arm	NA
cichlid7020187	Aulonocara	"yellow"	M	Southwest_arm	NA
cichlid7020188	Aulonocara	"yellow"	M	Southwest_arm	NA
cichlid7020189	Aulonocara	"yellow"	M	Southwest_arm	NA
cichlid7020190	Aulonocara	"yellow"	M	Southwest_arm	NA
cichlid7020191	Aulonocara	"yellow"	M	Southwest_arm	NA
cichlid7020192	Otopharynx	speciosus	NA	Southwest_arm	NA
cichlid7020193	Mylochromis	melanonotus	NA	Southwest_arm	NA
CICHM16429592	Trematocranus	placodon	M	Southwest_arm	NA
cichlid7020194	Otopharynx	auromarginatus	NA	Southwest_arm	NA
cichlid7020195	Otopharynx	auromarginatus	NA	Southwest_arm	NA
cichlid7020196	Nimbochromis	venustus	NA	Southwest_arm	NA
cichlid7050615	Mchenga	"black yellow"	M	Southwest_arm	NA
CICHM16429701	Dimidiochromis	strigatus	NA	Southwest_arm	NA
CICHM16429711	Taeniolethrinops	"furcicauda yellow"	NA	Southwest_arm	NA
cichlid7050616	Protomelas	'c.f. triaenodon'	NA	Southwest_arm	NA
cichlid7050617	Chilotilapia	rhoadesii	M	Southwest_arm	NA
cichlid7050618	Chilotilapia	rhoadesii	NA	Southwest_arm	NA
cichlid7050619	Chilotilapia	rhoadesii	NA	Southwest_arm	NA
cichlid7050620	Chilotilapia	rhoadesii	NA	Southwest_arm	NA
cichlid7050621	Chilotilapia	rhoadesii	NA	Southwest_arm	NA
cichlid7050622	Chilotilapia	rhoadesii	NA	Southwest_arm	NA
cichlid7050623	Chilotilapia	rhoadesii	NA	Southwest_arm	NA
cichlid7050624	Chilotilapia	rhoadesii	NA	Southwest_arm	NA
cichlid7050625	Chilotilapia	rhoadesii	NA	Southwest_arm	NA
CICHM16429707	Aulonocara	rostratum	M	Southwest_arm	NA
CICHM16429593	Trematocranus	placodon	M	Southwest_arm	NA
CICHM16429594	Trematocranus	placodon	M	Southwest_arm	NA
cichlid7050626	Trematocranus	placodon	M	Southwest_arm	NA
cichlid7050627	Trematocranus	placodon	M	Southwest_arm	NA
cichlid7050628	Trematocranus	placodon	F?	Southwest_arm	NA
cichlid7050629	Trematocranus	placodon	M	Southwest_arm	NA
cichlid7050630	Trematocranus	placodon	M	Southwest_arm	NA
cichlid7050632	Trematocranus	placodon	NA	Southwest_arm	NA
cichlid6780011	Copadichromis	ilesi	F	Nkanda	NA
cichlid6780010	Champsochromis	caeruleus	NA	Tanzania	NA
cichlid6780012	Buccochromis	rhoadesii	NA	Mbenji_island	NA
cichlid6780013	Copadichromis	borleyi	M	Gome	NA
